Shirt,Player,Team,Formation,Match_x,Nation,Age,Min,Shot Stopping|SoTA,Shot Stopping|GA,Shot Stopping|Saves,Shot Stopping|Save%,Shot Stopping|PSxG,Launched|Cmp,Launched|Att,Launched|Cmp%,Passes|Att,Passes|Thr,Passes|Launch%,Passes|AvgLen,Goal Kicks|Att,Goal Kicks|Launch%,Goal Kicks|AvgLen,Crosses|Opp,Crosses|Stp,Crosses|Stp%,Sweeper|#OPA,Sweeper|AvgDist,Match_y
13,Aitor Fernández,Levante,4-4-2,/en/matches/f6b2a2a6/Levante-Real-Sociedad-December-19-2020-La-Liga,es ESP,29-230,90,5,1,4,80.0,1.2,6,15,40.0,34,11,35.3,38.1,10,30.0,31.3,17,1,5.9,1,15.5,/en/matches/f6b2a2a6/Levante-Real-Sociedad-December-19-2020-La-Liga
1,Álex Remiro,RealS,Sociedad,/en/matches/f6b2a2a6/Levante-Real-Sociedad-December-19-2020-La-Liga,es ESP,25-270,90,5,2,3,60.0,1.2,9,14,64.3,25,6,32.0,35.5,6,100.0,70.8,6,2,33.3,2,19.8,/en/matches/f6b2a2a6/Levante-Real-Sociedad-December-19-2020-La-Liga
1,Álex Remiro,RealS,Sociedad,/en/matches/731e8449/Real-Sociedad-Atletico-Madrid-December-22-2020-La-Liga,es ESP,25-273,90,3,2,1,33.3,0.4,4,11,36.4,22,4,45.5,38.5,3,33.3,48.7,8,0,0.0,0,11.3,/en/matches/731e8449/Real-Sociedad-Atletico-Madrid-December-22-2020-La-Liga
13,Jan Oblak,Atlético,Madrid,/en/matches/731e8449/Real-Sociedad-Atletico-Madrid-December-22-2020-La-Liga,si SVN,27-350,90,1,0,1,100.0,0.1,9,25,36.0,19,2,94.7,59.5,8,87.5,61.0,10,0,0.0,2,21.0,/en/matches/731e8449/Real-Sociedad-Atletico-Madrid-December-22-2020-La-Liga
1,Unai Simón,Athletic,Club,/en/matches/1f0ac7ba/Athletic-Club-Real-Sociedad-December-31-2020-La-Liga,es ESP,23-203,90,3,1,2,66.7,1.2,7,22,31.8,28,4,60.7,46.1,9,55.6,51.2,5,2,40.0,0,13.5,/en/matches/1f0ac7ba/Athletic-Club-Real-Sociedad-December-31-2020-La-Liga
1,Álex Remiro,RealS,Sociedad,/en/matches/1f0ac7ba/Athletic-Club-Real-Sociedad-December-31-2020-La-Liga,es ESP,25-282,90,0,0,0,,0.0,6,21,28.6,22,2,81.8,59.3,3,100.0,63.3,11,0,0.0,0,11.0,/en/matches/1f0ac7ba/Athletic-Club-Real-Sociedad-December-31-2020-La-Liga
1,Alberto Cifuentes,Cádiz,4-2-3-1,/en/matches/d3862248/Cadiz-Sevilla-September-27-2020-La-Liga,es ESP,41-121,90,6,3,3,50.0,1.8,16,28,57.1,25,2,88.0,53.9,8,75.0,54.1,6,0,0.0,2,14.6,/en/matches/d3862248/Cadiz-Sevilla-September-27-2020-La-Liga
13,Yassine Bounou,Sevilla,4-3-3,/en/matches/d3862248/Cadiz-Sevilla-September-27-2020-La-Liga,ma MAR,29-175,90,5,1,4,80.0,1.8,1,3,33.3,15,6,13.3,24.6,5,20.0,31.6,8,0,0.0,0,9.5,/en/matches/d3862248/Cadiz-Sevilla-September-27-2020-La-Liga
13,Yassine Bounou,Sevilla,4-3-3,/en/matches/3dcf270b/Sevilla-Levante-October-1-2020-La-Liga,ma MAR,29-179,90,1,0,1,100.0,0.0,4,9,44.4,21,1,33.3,31.9,3,66.7,41.3,3,0,0.0,0,15.5,/en/matches/3dcf270b/Sevilla-Levante-October-1-2020-La-Liga
13,Aitor Fernández,Levante,4-4-2,/en/matches/3dcf270b/Sevilla-Levante-October-1-2020-La-Liga,es ESP,29-151,90,2,1,1,50.0,0.5,7,20,35.0,20,3,75.0,45.0,15,33.3,26.9,9,0,0.0,0,14.0,/en/matches/3dcf270b/Sevilla-Levante-October-1-2020-La-Liga
13,Neto,Barcelona,4-2-3-1,/en/matches/3c20c9a2/Barcelona-Sevilla-October-4-2020-La-Liga,br BRA,31-077,90,1,1,0,0.0,0.6,2,7,28.6,35,3,20.0,29.2,12,0.0,11.3,7,0,0.0,1,18.0,/en/matches/3c20c9a2/Barcelona-Sevilla-October-4-2020-La-Liga
13,Yassine Bounou,Sevilla,4-3-3,/en/matches/3c20c9a2/Barcelona-Sevilla-October-4-2020-La-Liga,ma MAR,29-182,90,5,1,4,80.0,0.8,2,5,40.0,25,2,12.0,24.2,4,50.0,39.3,6,0,0.0,1,12.8,/en/matches/3c20c9a2/Barcelona-Sevilla-October-4-2020-La-Liga
1,Rui Silva,Granada,4-1-4-1,/en/matches/9d291faa/Granada-Sevilla-October-17-2020-La-Liga,pt POR,26-253,90,3,0,3,100.0,0.5,6,16,37.5,25,4,56.0,41.1,4,50.0,43.0,6,0,0.0,0,8.0,/en/matches/9d291faa/Granada-Sevilla-October-17-2020-La-Liga
13,Yassine Bounou,Sevilla,4-3-3,/en/matches/9d291faa/Granada-Sevilla-October-17-2020-La-Liga,ma MAR,29-195,90,3,1,2,66.7,1.3,14,22,63.6,27,5,51.9,44.7,9,88.9,58.7,15,2,13.3,0,10.7,/en/matches/9d291faa/Granada-Sevilla-October-17-2020-La-Liga
1,Tomáš Vaclík,Sevilla,4-3-3,/en/matches/a536a648/Sevilla-Eibar-October-24-2020-La-Liga,cz CZE,31-209,90,1,1,0,0.0,0.5,5,12,41.7,44,9,22.7,28.3,3,66.7,39.7,10,1,10.0,1,13.3,/en/matches/a536a648/Sevilla-Eibar-October-24-2020-La-Liga
1,Marko Dmitrović,Eibar,4-4-2,/en/matches/a536a648/Sevilla-Eibar-October-24-2020-La-Liga,rs SRB,28-274,90,3,0,3,100.0,0.3,13,27,48.1,18,2,88.9,61.6,11,100.0,78.8,24,0,0.0,0,8.1,/en/matches/a536a648/Sevilla-Eibar-October-24-2020-La-Liga
1,Unai Simón,Athletic,Club,/en/matches/9ac1528e/Athletic-Club-Sevilla-October-31-2020-La-Liga,es ESP,23-142,90,2,1,1,50.0,1.0,9,23,39.1,30,8,60.0,47.4,5,100.0,77.2,9,2,22.2,0,12.4,/en/matches/9ac1528e/Athletic-Club-Sevilla-October-31-2020-La-Liga
13,Yassine Bounou,Sevilla,4-3-3,/en/matches/9ac1528e/Athletic-Club-Sevilla-October-31-2020-La-Liga,ma MAR,29-209,90,5,2,3,60.0,1.3,6,16,37.5,24,5,50.0,37.8,5,80.0,53.4,18,1,5.6,0,12.3,/en/matches/9ac1528e/Athletic-Club-Sevilla-October-31-2020-La-Liga
13,Yassine Bounou,Sevilla,4-3-3,/en/matches/3e030894/Sevilla-Osasuna-November-7-2020-La-Liga,ma MAR,29-216,90,2,0,2,100.0,0.0,4,14,28.6,32,3,25.0,29.5,8,75.0,50.8,9,0,0.0,1,21.5,/en/matches/3e030894/Sevilla-Osasuna-November-7-2020-La-Liga
1,Sergio Herrera,Osasuna,4-4-2,/en/matches/3e030894/Sevilla-Osasuna-November-7-2020-La-Liga,es ESP,27-155,90,1,1,1,100.0,1.1,15,28,53.6,24,0,75.0,53.8,11,90.9,62.0,13,1,7.7,0,10.8,/en/matches/3e030894/Sevilla-Osasuna-November-7-2020-La-Liga
1,Tomáš Vaclík,Sevilla,4-3-3,/en/matches/4383501b/Sevilla-Celta-Vigo-November-21-2020-La-Liga,cz CZE,31-237,90,7,2,5,71.4,1.8,5,12,41.7,25,1,40.0,35.1,4,50.0,41.3,4,0,0.0,1,20.0,/en/matches/4383501b/Sevilla-Celta-Vigo-November-21-2020-La-Liga
13,Rubén Blanco,Celta,Vigo,/en/matches/4383501b/Sevilla-Celta-Vigo-November-21-2020-La-Liga,es ESP,25-119,90,10,4,6,60.0,2.6,4,15,26.7,27,2,40.7,33.4,5,80.0,55.6,16,1,6.3,2,24.8,/en/matches/4383501b/Sevilla-Celta-Vigo-November-21-2020-La-Liga
25,Andrés Fernández,Huesca,4-4-2,/en/matches/48c2c10e/Huesca-Sevilla-November-28-2020-La-Liga,es ESP,33-347,90,4,1,3,75.0,1.3,8,19,42.1,31,5,51.6,42.4,8,37.5,34.6,11,0,0.0,0,14.4,/en/matches/48c2c10e/Huesca-Sevilla-November-28-2020-La-Liga
1,Tomáš Vaclík,Sevilla,4-3-3,/en/matches/48c2c10e/Huesca-Sevilla-November-28-2020-La-Liga,cz CZE,31-244,90,1,0,1,100.0,0.0,4,8,50.0,17,5,47.1,35.5,1,0.0,22.0,5,0,0.0,0,14.0,/en/matches/48c2c10e/Huesca-Sevilla-November-28-2020-La-Liga
13,Yassine Bounou,Sevilla,4-3-3,/en/matches/6b44d551/Sevilla-Real-Madrid-December-5-2020-La-Liga,ma MAR,29-244,90,2,1,2,50.0,0.9,2,8,25.0,23,7,13.0,28.3,7,71.4,48.0,6,0,0.0,1,15.4,/en/matches/6b44d551/Sevilla-Real-Madrid-December-5-2020-La-Liga
1,Thibaut Courtois,RealM,Madrid,/en/matches/6b44d551/Sevilla-Real-Madrid-December-5-2020-La-Liga,be BEL,28-208,90,2,0,2,100.0,0.3,4,19,21.1,30,6,50.0,40.6,6,66.7,52.8,17,2,11.8,0,11.7,/en/matches/6b44d551/Sevilla-Real-Madrid-December-5-2020-La-Liga
13,David Soria,Getafe,4-1-4-1,/en/matches/8d1dc7f5/Getafe-Sevilla-December-12-2020-La-Liga,es ESP,27-252,90,0,1,0,,0.0,9,24,37.5,22,1,90.9,64.5,9,44.4,41.7,15,1,6.7,0,8.3,/en/matches/8d1dc7f5/Getafe-Sevilla-December-12-2020-La-Liga
13,Yassine Bounou,Sevilla,4-3-3,/en/matches/8d1dc7f5/Getafe-Sevilla-December-12-2020-La-Liga,ma MAR,29-251,90,1,0,1,100.0,0.0,4,6,66.7,20,8,20.0,28.6,10,20.0,30.2,5,1,20.0,0,15.0,/en/matches/8d1dc7f5/Getafe-Sevilla-December-12-2020-La-Liga
13,Yassine Bounou,Sevilla,4-3-3,/en/matches/2d7c6aaa/Sevilla-Valladolid-December-19-2020-La-Liga,ma MAR,29-258,90,5,1,4,80.0,1.0,5,12,41.7,26,2,38.5,39.8,5,40.0,33.4,8,0,0.0,3,41.0,/en/matches/2d7c6aaa/Sevilla-Valladolid-December-19-2020-La-Liga
1,Jordi Masip,Valladolid,4-4-2,/en/matches/2d7c6aaa/Sevilla-Valladolid-December-19-2020-La-Liga,es ESP,31-351,90,2,1,2,100.0,1.0,9,18,50.0,20,5,55.0,43.8,7,100.0,71.9,15,1,6.7,1,11.8,/en/matches/2d7c6aaa/Sevilla-Valladolid-December-19-2020-La-Liga
1,Jaume Doménech,Valencia,3-4-3,/en/matches/0a9cce7b/Valencia-Sevilla-December-22-2020-La-Liga,es ESP,30-047,90,2,1,1,50.0,0.2,21,32,65.6,25,3,72.0,47.0,15,93.3,59.8,13,1,7.7,1,13.4,/en/matches/0a9cce7b/Valencia-Sevilla-December-22-2020-La-Liga
13,Yassine Bounou,Sevilla,4-3-3,/en/matches/0a9cce7b/Valencia-Sevilla-December-22-2020-La-Liga,ma MAR,29-261,90,4,0,4,100.0,0.9,12,19,63.2,27,1,55.6,41.4,5,80.0,52.2,4,0,0.0,0,13.3,/en/matches/0a9cce7b/Valencia-Sevilla-December-22-2020-La-Liga
13,Yassine Bounou,Sevilla,4-3-3,/en/matches/70db94fc/Sevilla-Villarreal-December-29-2020-La-Liga,ma MAR,29-268,90,2,0,2,100.0,0.4,9,17,52.9,25,1,48.0,47.4,6,83.3,53.8,9,1,11.1,3,18.2,/en/matches/70db94fc/Sevilla-Villarreal-December-29-2020-La-Liga
1,Sergio Asenjo,Villarreal,4-4-2,/en/matches/70db94fc/Sevilla-Villarreal-December-29-2020-La-Liga,es ESP,31-184,90,2,2,1,50.0,1.6,4,12,33.3,26,6,34.6,34.3,6,50.0,44.2,13,0,0.0,0,15.3,/en/matches/70db94fc/Sevilla-Villarreal-December-29-2020-La-Liga
1,Jaume Doménech,Valencia,4-4-2,/en/matches/49d3b582/Valencia-Levante-September-13-2020-La-Liga,es ESP,29-313,90,8,2,6,75.0,3.0,13,27,48.1,22,4,77.3,49.8,16,62.5,49.7,12,0,0.0,0,9.6,/en/matches/49d3b582/Valencia-Levante-September-13-2020-La-Liga
13,Aitor Fernández,Levante,4-4-2,/en/matches/49d3b582/Valencia-Levante-September-13-2020-La-Liga,es ESP,29-133,90,8,4,3,50.0,3.4,3,9,33.3,20,6,35.0,33.8,7,28.6,27.1,8,0,0.0,0,13.3,/en/matches/49d3b582/Valencia-Levante-September-13-2020-La-Liga
1,Iván Villar,Celta,Vigo,/en/matches/a63e9783/Celta-Vigo-Valencia-September-19-2020-La-Liga,es ESP,23-072,90,3,1,2,66.7,0.8,4,13,30.8,20,4,50.0,38.5,5,60.0,44.2,20,2,10.0,1,21.0,/en/matches/a63e9783/Celta-Vigo-Valencia-September-19-2020-La-Liga
1,Jaume Doménech,Valencia,4-4-2,/en/matches/a63e9783/Celta-Vigo-Valencia-September-19-2020-La-Liga,es ESP,29-319,90,6,2,4,66.7,2.1,14,19,73.7,23,5,56.5,39.1,9,66.7,58.4,9,2,22.2,0,11.0,/en/matches/a63e9783/Celta-Vigo-Valencia-September-19-2020-La-Liga
1,Jaume Doménech,Valencia,4-4-2,/en/matches/fecf3cbd/Valencia-Huesca-September-26-2020-La-Liga,es ESP,29-326,90,5,1,4,80.0,1.8,14,18,77.8,25,5,36.0,33.4,13,69.2,44.6,18,0,0.0,0,16.1,/en/matches/fecf3cbd/Valencia-Huesca-September-26-2020-La-Liga
25,Andrés Fernández,Huesca,4-2-3-1,/en/matches/fecf3cbd/Valencia-Huesca-September-26-2020-La-Liga,es ESP,33-284,90,2,1,1,50.0,0.3,5,15,33.3,23,3,43.5,39.4,7,71.4,55.4,9,2,22.2,0,11.8,/en/matches/fecf3cbd/Valencia-Huesca-September-26-2020-La-Liga
1,Álex Remiro,RealS,Sociedad,/en/matches/543c20ca/Real-Sociedad-Valencia-September-29-2020-La-Liga,es ESP,25-189,90,5,1,4,80.0,1.4,7,12,58.3,21,3,57.1,43.9,2,0.0,31.5,5,0,0.0,0,7.0,/en/matches/543c20ca/Real-Sociedad-Valencia-September-29-2020-La-Liga
1,Jaume Doménech,Valencia,4-4-2,/en/matches/543c20ca/Real-Sociedad-Valencia-September-29-2020-La-Liga,es ESP,29-329,90,3,0,3,100.0,0.9,12,25,48.0,24,8,58.3,44.3,11,100.0,66.9,13,0,0.0,0,9.1,/en/matches/543c20ca/Real-Sociedad-Valencia-September-29-2020-La-Liga
1,Jaume Doménech,Valencia,4-4-2,/en/matches/456c15cf/Valencia-Real-Betis-October-3-2020-La-Liga,es ESP,29-333,90,8,2,6,75.0,2.9,4,7,57.1,24,4,12.5,26.1,11,36.4,37.5,9,1,11.1,0,13.0,/en/matches/456c15cf/Valencia-Real-Betis-October-3-2020-La-Liga
1,Joel Robles,Betis,4-2-3-1,/en/matches/456c15cf/Valencia-Real-Betis-October-3-2020-La-Liga,es ESP,30-108,90,2,0,2,100.0,0.4,5,17,29.4,20,4,50.0,44.6,8,87.5,66.8,5,0,0.0,0,14.5,/en/matches/456c15cf/Valencia-Real-Betis-October-3-2020-La-Liga
1,Sergio Asenjo,Villarreal,4-1-4-1,/en/matches/4aa7eefd/Villarreal-Valencia-October-18-2020-La-Liga,es ESP,31-112,90,3,1,2,66.7,0.4,6,12,50.0,20,7,35.0,36.1,10,50.0,46.1,11,1,9.1,0,16.0,/en/matches/4aa7eefd/Villarreal-Valencia-October-18-2020-La-Liga
1,Jaume Doménech,Valencia,4-4-2,/en/matches/4aa7eefd/Villarreal-Valencia-October-18-2020-La-Liga,es ESP,29-348,90,5,2,4,80.0,1.4,12,18,66.7,26,3,50.0,39.4,11,45.5,42.1,5,0,0.0,1,17.0,/en/matches/4aa7eefd/Villarreal-Valencia-October-18-2020-La-Liga
13,Édgar Badía,Elche,3-4-3,/en/matches/7403c103/Elche-Valencia-October-23-2020-La-Liga,es ESP,28-254,90,3,1,2,66.7,1.1,5,12,41.7,17,1,35.3,34.8,8,75.0,44.1,6,1,16.7,2,22.3,/en/matches/7403c103/Elche-Valencia-October-23-2020-La-Liga
1,Jaume Doménech,Valencia,4-4-2,/en/matches/7403c103/Elche-Valencia-October-23-2020-La-Liga,es ESP,29-353,90,2,2,0,0.0,0.2,1,2,50.0,14,1,14.3,26.1,2,0.0,14.0,6,1,16.7,0,,/en/matches/7403c103/Elche-Valencia-October-23-2020-La-Liga
1,Jaume Doménech,Valencia,4-4-2,/en/matches/627831a7/Valencia-Getafe-November-1-2020-La-Liga,es ESP,29-362,90,5,2,3,60.0,1.6,16,26,61.5,17,0,100.0,62.5,9,100.0,63.6,25,0,0.0,1,24.0,/en/matches/627831a7/Valencia-Getafe-November-1-2020-La-Liga
13,David Soria,Getafe,4-4-2,/en/matches/627831a7/Valencia-Getafe-November-1-2020-La-Liga,es ESP,27-211,90,4,2,3,75.0,1.0,11,23,47.8,27,1,70.4,47.4,7,57.1,43.0,2,0,0.0,2,18.6,/en/matches/627831a7/Valencia-Getafe-November-1-2020-La-Liga
1,Jaume Doménech,Valencia,4-4-2,/en/matches/67626947/Valencia-Real-Madrid-November-8-2020-La-Liga,es ESP,30-003,90,6,1,5,83.3,1.6,9,21,42.9,18,3,55.6,45.1,11,100.0,61.8,21,1,4.8,1,13.0,/en/matches/67626947/Valencia-Real-Madrid-November-8-2020-La-Liga
1,Thibaut Courtois,RealM,Madrid,/en/matches/67626947/Valencia-Real-Madrid-November-8-2020-La-Liga,be BEL,28-181,90,1,4,0,0.0,2.9,4,6,66.7,23,7,26.1,31.7,3,0.0,22.3,5,1,20.0,0,17.3,/en/matches/67626947/Valencia-Real-Madrid-November-8-2020-La-Liga
1,Fernando Pacheco,Alavés,3-5-2,/en/matches/de351e12/Alaves-Valencia-November-22-2020-La-Liga,es ESP,28-188,90,5,2,3,60.0,2.3,7,23,30.4,17,0,82.4,57.0,10,90.0,58.7,9,2,22.2,0,13.2,/en/matches/de351e12/Alaves-Valencia-November-22-2020-La-Liga
1,Jaume Doménech,Valencia,4-4-2,/en/matches/de351e12/Alaves-Valencia-November-22-2020-La-Liga,es ESP,30-017,90,2,2,1,50.0,1.9,4,13,30.8,26,7,42.3,35.5,3,66.7,53.0,8,1,12.5,0,13.3,/en/matches/de351e12/Alaves-Valencia-November-22-2020-La-Liga
1,Jaume Doménech,Valencia,4-4-2,/en/matches/a9d485ac/Valencia-Atletico-Madrid-November-28-2020-La-Liga,es ESP,30-023,90,5,1,5,80.0,1.0,7,27,25.9,21,3,71.4,48.4,13,92.3,61.9,10,0,0.0,0,12.7,/en/matches/a9d485ac/Valencia-Atletico-Madrid-November-28-2020-La-Liga
13,Jan Oblak,Atlético,Madrid,/en/matches/a9d485ac/Valencia-Atletico-Madrid-November-28-2020-La-Liga,si SVN,27-326,90,2,0,2,100.0,0.3,2,12,16.7,15,4,53.3,40.9,5,80.0,55.6,6,1,16.7,0,11.0,/en/matches/a9d485ac/Valencia-Atletico-Madrid-November-28-2020-La-Liga
1,Marko Dmitrović,Eibar,4-4-2,/en/matches/93444131/Eibar-Valencia-December-7-2020-La-Liga,rs SRB,28-318,90,4,0,3,100.0,0.2,6,25,24.0,38,6,55.3,50.7,4,100.0,77.8,2,1,50.0,4,18.3,/en/matches/93444131/Eibar-Valencia-December-7-2020-La-Liga
1,Jaume Doménech,Valencia,4-4-2,/en/matches/93444131/Eibar-Valencia-December-7-2020-La-Liga,es ESP,30-032,90,3,0,3,100.0,0.6,14,35,40.0,23,2,87.0,57.0,15,100.0,68.1,17,3,17.6,1,14.3,/en/matches/93444131/Eibar-Valencia-December-7-2020-La-Liga
1,Jaume Doménech,Valencia,4-4-2,/en/matches/de3c803f/Valencia-Athletic-Club-December-12-2020-La-Liga,es ESP,30-037,90,4,2,3,75.0,2.0,10,22,45.5,23,5,65.2,41.4,7,100.0,66.4,17,1,5.9,2,16.8,/en/matches/de3c803f/Valencia-Athletic-Club-December-12-2020-La-Liga
1,Unai Simón,Athletic,Club,/en/matches/de3c803f/Valencia-Athletic-Club-December-12-2020-La-Liga,es ESP,23-184,90,1,2,0,0.0,1.2,8,15,53.3,19,2,42.1,40.2,10,70.0,52.4,10,0,0.0,0,12.3,/en/matches/de3c803f/Valencia-Athletic-Club-December-12-2020-La-Liga
1,Marc-André ter Stegen,Barcelona,4-1-4-1,/en/matches/29e2c236/Barcelona-Valencia-December-19-2020-La-Liga,de GER,28-233,90,4,2,2,50.0,2.6,5,9,55.6,25,5,28.0,34.4,6,33.3,29.0,3,0,0.0,0,14.8,/en/matches/29e2c236/Barcelona-Valencia-December-19-2020-La-Liga
1,Jaume Doménech,Valencia,4-4-2,/en/matches/29e2c236/Barcelona-Valencia-December-19-2020-La-Liga,es ESP,30-044,90,8,2,6,75.0,2.6,11,23,47.8,20,1,75.0,48.8,9,88.9,68.2,10,0,0.0,2,18.8,/en/matches/29e2c236/Barcelona-Valencia-December-19-2020-La-Liga
1,Jaume Doménech,Valencia,3-4-3,/en/matches/0a9cce7b/Valencia-Sevilla-December-22-2020-La-Liga,es ESP,30-047,90,2,1,1,50.0,0.2,21,32,65.6,25,3,72.0,47.0,15,93.3,59.8,13,1,7.7,1,13.4,/en/matches/0a9cce7b/Valencia-Sevilla-December-22-2020-La-Liga
13,Yassine Bounou,Sevilla,4-3-3,/en/matches/0a9cce7b/Valencia-Sevilla-December-22-2020-La-Liga,ma MAR,29-261,90,4,0,4,100.0,0.9,12,19,63.2,27,1,55.6,41.4,5,80.0,52.2,4,0,0.0,0,13.3,/en/matches/0a9cce7b/Valencia-Sevilla-December-22-2020-La-Liga
1,Rui Silva,Granada,4-2-3-1,/en/matches/a0d46fea/Granada-Valencia-December-30-2020-La-Liga,pt POR,26-327,90,6,1,5,83.3,1.7,7,18,38.9,25,3,60.0,45.0,4,75.0,55.8,8,0,0.0,2,21.3,/en/matches/a0d46fea/Granada-Valencia-December-30-2020-La-Liga
1,Jaume Doménech,Valencia,4-4-2,/en/matches/a0d46fea/Granada-Valencia-December-30-2020-La-Liga,es ESP,30-055,90,5,2,2,60.0,0.9,5,15,33.3,20,1,50.0,42.3,6,83.3,64.7,15,2,13.3,0,10.7,/en/matches/a0d46fea/Granada-Valencia-December-30-2020-La-Liga
1,Jordi Masip,Valladolid,4-2-3-1,/en/matches/36e547b6/Valladolid-Real-Sociedad-September-13-2020-La-Liga,es ESP,31-254,90,2,1,1,50.0,0.3,10,30,33.3,27,3,59.3,48.6,15,93.3,66.5,14,0,0.0,0,9.8,/en/matches/36e547b6/Valladolid-Real-Sociedad-September-13-2020-La-Liga
1,Álex Remiro,RealS,Sociedad,/en/matches/36e547b6/Valladolid-Real-Sociedad-September-13-2020-La-Liga,es ESP,25-173,90,2,1,1,50.0,0.4,4,5,80.0,19,4,21.1,29.1,8,12.5,24.9,8,1,12.5,1,16.0,/en/matches/36e547b6/Valladolid-Real-Sociedad-September-13-2020-La-Liga
25,Claudio Bravo,Betis,4-2-3-1,/en/matches/c6a6db36/Real-Betis-Valladolid-September-20-2020-La-Liga,cl CHI,37-160,90,2,0,2,100.0,0.8,4,16,25.0,21,4,66.7,54.4,2,100.0,58.0,8,0,0.0,0,8.0,/en/matches/c6a6db36/Real-Betis-Valladolid-September-20-2020-La-Liga
13,Roberto,Valladolid,4-2-3-1,/en/matches/c6a6db36/Real-Betis-Valladolid-September-20-2020-La-Liga,es ESP,34-223,90,5,2,4,80.0,1.7,6,19,31.6,24,4,54.2,47.3,9,66.7,56.1,7,0,0.0,0,9.3,/en/matches/c6a6db36/Real-Betis-Valladolid-September-20-2020-La-Liga
13,Roberto,Valladolid,4-4-2,/en/matches/45e6c785/Valladolid-Celta-Vigo-September-27-2020-La-Liga,es ESP,34-230,90,1,1,0,0.0,0.9,5,16,31.3,24,7,50.0,47.1,5,80.0,78.0,2,2,100.0,2,19.4,/en/matches/45e6c785/Valladolid-Celta-Vigo-September-27-2020-La-Liga
1,Iván Villar,Celta,Vigo,/en/matches/45e6c785/Valladolid-Celta-Vigo-September-27-2020-La-Liga,es ESP,23-080,90,3,1,3,100.0,1.7,8,18,44.4,13,2,76.9,50.8,8,100.0,62.8,13,0,0.0,1,18.8,/en/matches/45e6c785/Valladolid-Celta-Vigo-September-27-2020-La-Liga
1,Thibaut Courtois,RealM,Madrid,/en/matches/9d7e2859/Real-Madrid-Valladolid-September-30-2020-La-Liga,be BEL,28-142,90,5,0,5,100.0,0.9,3,8,37.5,30,6,10.0,30.0,9,55.6,44.8,11,0,0.0,1,18.7,/en/matches/9d7e2859/Real-Madrid-Valladolid-September-30-2020-La-Liga
13,Roberto,Valladolid,4-2-3-1,/en/matches/9d7e2859/Real-Madrid-Valladolid-September-30-2020-La-Liga,es ESP,34-233,90,5,1,4,80.0,1.6,7,21,33.3,21,5,57.1,51.0,11,81.8,66.7,11,2,18.2,1,14.2,/en/matches/9d7e2859/Real-Madrid-Valladolid-September-30-2020-La-Liga
13,Roberto,Valladolid,4-4-2,/en/matches/e50b93e5/Valladolid-Eibar-October-3-2020-La-Liga,es ESP,34-236,90,4,2,3,75.0,2.3,9,24,37.5,23,1,73.9,53.4,8,87.5,67.1,7,0,0.0,1,16.3,/en/matches/e50b93e5/Valladolid-Eibar-October-3-2020-La-Liga
1,Marko Dmitrović,Eibar,4-2-3-1,/en/matches/e50b93e5/Valladolid-Eibar-October-3-2020-La-Liga,rs SRB,28-253,90,2,1,1,50.0,1.8,6,27,22.2,20,4,85.0,63.4,10,100.0,79.7,11,0,0.0,0,12.2,/en/matches/e50b93e5/Valladolid-Eibar-October-3-2020-La-Liga
25,Andrés Fernández,Huesca,4-2-3-1,/en/matches/315c4b8e/Huesca-Valladolid-October-18-2020-La-Liga,es ESP,33-306,90,2,2,1,50.0,1.6,4,8,50.0,27,4,18.5,29.3,4,75.0,41.0,5,1,20.0,1,18.4,/en/matches/315c4b8e/Huesca-Valladolid-October-18-2020-La-Liga
13,Roberto,Valladolid,4-2-3-1,/en/matches/315c4b8e/Huesca-Valladolid-October-18-2020-La-Liga,es ESP,34-251,90,7,2,5,71.4,1.8,5,25,20.0,22,3,72.7,55.3,9,100.0,76.1,18,1,5.6,0,11.4,/en/matches/315c4b8e/Huesca-Valladolid-October-18-2020-La-Liga
13,Roberto,Valladolid,4-4-2,/en/matches/606d1bce/Valladolid-Alaves-October-25-2020-La-Liga,es ESP,34-258,90,3,2,1,33.3,1.8,7,25,28.0,22,4,68.2,53.3,10,100.0,72.8,13,0,0.0,1,14.9,/en/matches/606d1bce/Valladolid-Alaves-October-25-2020-La-Liga
1,Fernando Pacheco,Alavés,4-4-2,/en/matches/606d1bce/Valladolid-Alaves-October-25-2020-La-Liga,es ESP,28-160,90,1,0,1,100.0,0.4,10,11,90.9,14,3,42.9,39.1,7,71.4,39.0,5,0,0.0,1,13.6,/en/matches/606d1bce/Valladolid-Alaves-October-25-2020-La-Liga
1,Sergio Asenjo,Villarreal,4-4-2,/en/matches/965ae0ee/Villarreal-Valladolid-November-2-2020-La-Liga,es ESP,31-127,90,1,0,1,100.0,0.5,7,14,50.0,28,4,28.6,32.9,8,75.0,54.8,27,4,14.8,0,9.0,/en/matches/965ae0ee/Villarreal-Valladolid-November-2-2020-La-Liga
1,Jordi Masip,Valladolid,4-2-3-1,/en/matches/965ae0ee/Villarreal-Valladolid-November-2-2020-La-Liga,es ESP,31-304,90,5,2,3,60.0,2.2,3,18,16.7,17,1,76.5,50.4,6,83.3,60.0,9,0,0.0,0,13.0,/en/matches/965ae0ee/Villarreal-Valladolid-November-2-2020-La-Liga
